review_id,user_id,business_id,stars,date,text,useful,funny,cool
GsjizPeIFgFH-HKQzTzgFw,wJ7kLqiFRoE0ET2vPwElMA,FztBiWmBNWv_BTQccYw-hA,4,2012-08-02,I enjoyed my visit here. Very friendly staff and pretty clean too. The food was good and you really can't complain about it.,1,1,1
qhWAEYjBo3u9Breg6pd0ZA,b_OKAuAYqHY3Eleyf9zi4Q,SAPQuQFqB_pq4lVWZ0XiCQ,5,2017-06-16,"I highly recommend Sergio for your mortgage lending needs. He was very thorough and efficient, and he kept me in the loop at all times.  As promised, he had my loan closed within 30 days of locking the rate.  He is a true professional!",0,0,0
mrzHvT6OM0ca4NwI4-g3mA,N_zy3kb_vJTXcvuvJoZE_Q,EtMhIXoueB3TRxvUnz3xPA,5,2012-06-30,"So I stayed here for a business trip I took to Montreal. The hotel was clean I loved their free breakfast. I did not like their restaurant. Food was not good and it was overly priced. If you are up to walking about 5 minutes. There is a convenient store (maxin I think its called) near the traffic circle, there is also a subway, a bar, a Chinese buffet, and a gas burger joint. So walking distance there are a lot of alternatives for food.Overall, great experience and great hotel to stay in. Staff are also really friendly.",1,0,0
OAyV9nvTOhCU_-V-EVjtGA,xmzlOD2EAEu_YwbOeqAUgA,OKgZHH8eLu2j5zYM2fiqWw,5,2017-04-12,"I ordered during the Holly Week, in the middle of a big storm. They emailed that they will b e about one hour late, given the circumstances, and they made up for it offering a 15% DISCOUNT FOR THE NEXT DELIVERY,i RCEIVEd TWO MORE CALLS, ONE FROM THE GROCERY GUY AND HE THIRD FROM INSTABUGGY. eVERYTHING WAS FReSH, PEFECTLY PACKAGED. i WISH i KNEW ABOUT THAT SERVICE earlier. Their delivey rates ar the best; they are by far the best with their one hour delivery. They offer bout six groceries to chose from, including LCBO. I hope they will have more customers, to stay in business for ever.",0,0,0
P1hsa5GTzzpL4i6cfG2nrw,JiHRiFpvE-GVJx4MHub8gw,NOHh2pgOTUBqp82IQlRQMQ,1,2017-08-25,"So.  This morning Kayra and I went to Panagio's on McCowan Road for breakfast.  Kayra had a craving for poutine. I placed our order with a waiter at 9:28 AM the order included coffee and tea.Ten minutes later, I asked the waitress for the coffee and tea.  The waiter passed by and said, ""oh I was waiting for a fresh pot""  (yeah, right lol).At 9:58 AM I decided to ask the cook if my order was in process and if not please cancel.  The owner looked and found no order.   Apparently the order was placed in a takeout package waiting behind the cash.I offered to pay for the coffee but they said it is free.  We left.Comments:  when we arrived we noticed many tables not cleaned after patrons had left.  A fly buzzed by several times. The waiter never once came by to give us an update nor to check on us.After we checked with the cooks and owner regarding our order, it seemed no one cared to remedy or apologised .During my last five visits I noticed a decline in the service.  It seems to get progressively worse with each visit.I will never return to this location on McCowan road.We drove to Sunny Up on Kingston Road where the service was awesome.  In five minutes we were served (one waiter with the same amount of patrons as were at panagio's).  Not a big variety on the menu.  Breakfast with an Indian flair hmmm not bad. The regular potatoes served with eggs had onions and green pepper with a touch salt,  tasted great.",2,0,0
hm0furKdJ7FV2h5-hjJeQQ,HuL7Us48pCToBZ9K-ccz_g,TvLxEQQbjUzInJiKUye7zA,5,2016-06-05,"Eric not available when I got there this afternoon, so I try Ben's 90 minutes massage..Still five star, really good! The massage level in this store is really good, and price is reasonable, the most important is the store is really clean, now it's my favorite massage store in Las Vegas.",0,0,0
-AA0fHv6K_Vv0GuU2Msudg,o7F0OgIBXZME0vPWzFobow,EAJ4LFCFh5Nn6PFek0eaIQ,5,2012-11-01,Great facility for my son to play Water Polo but  a long drive from Summerlin,0,0,1
nTspQ7BMTYa-nKsPg7bUIA,UL3w7vxE8K1OOXqJHff9kg,tSwiWYoDBZajtwy3A_ooKg,5,2017-08-19,Antjuan and the A team did an awesome job planting our trees. They were quick and efficient. Recommend them anytime to do your landscaping. Thanks you guys and thank you moon valley nursery.,0,0,0
QaVIn3U9Zly_qEYd9_m4uQ,SHLt4rwiff1gZC_H2lJglA,VVKDTYqQX5Fftk5LZ9qgrQ,1,2016-04-26,"Edit: I have been actively avoiding this place for months and it has been great. AMF Chandler lanes is just about 10 minutes away and it is astonishing how much cheaper AMF is. Plus, AMF isn't always cosmic bowling with a ton of distractions so that has been great as well. Never coming back here. They are losing so much money from their greed. ---I am a really avid bowler so I thought it would be fun to come here on my birthday. I was wrong. I have never been to a place so anti-consumer as this one. Allow me to explain:I came here on Saturday, April 23rd with a group of 4 people. If you weren't aware, there was a large fire in the area that day. The fire was so big that it made national news. The police shut down Gilbert from Warner to Ray so we could not leave the bowling alley. This also meant that nobody could enter the bowling alley either. The place was pretty dead and our (extremely expensive) time was almost up on our lane. We wanted to get some more time on our lane so that we could at least bowl to kill time until they opened the road again. At this point, we have been giving this place a lot of money. We had purchased 3 pitchers of beer, 4 shots of tequila, and 2 glasses of wine and food. How much would you expect another hour of bowling to be if we were stuck there and they were not gaining any new customers? $15? $20? Free since it was my birthday and we couldn't leave? Wrong. They had the audacity to offer us 30 more minutes of bowling for $40. This is only for 4 people. That isn't even enough time for a full game. I have never heard of such insane prices in all of my years of bowling. They totally took advantage of the fact that we were stuck there. We had to actually negotiate with them to get them to bring that price down. Totally ridiculous. Not only that though, we had a lane open right next to us the whole night. There were a couple slow bowlers in the group so we kindly asked them to open that lane up as well. Nope. They wouldn't do it. It would have cost them nothing to open it up but they didn't do it anyway. I have never had that problem at AMF or any other bowling company when I have asked. Especially when the place was so dead. They had the opportunity to keep us there so that we keep buying drinks, but they were so greedy that they wouldn't do anything to help the customer out. It really seemed like they did not want us to be there. Really dumb move by them in the end though. I used to come to this alley all the time and they could have made so much more money off of me. Now I will gladly take my business to AMF from now on. AMF is much cheaper and they have better lanes anyway. The only reason I came here was because it was close to my house. If you are reading this, please consider going somewhere else. You will not have a good experience here. I have never had such a bad experience at a bowling alley, and they really made my birthday the exact opposite of fun.",0,0,0
X2fehckSk7bcestiq1AcDw,r86oJLgSioiM0-e-LymOpg,FT58wwk-m-COM6oiDeGahA,5,2016-08-13,Went there for a balayage hair by Annie and the result is amazing! My hair is dark black and she was able to give me a nice ashy blonde at the tips.I was offered a drink the minute I walked in and the staff is very nice. Really great customer service and Annie is very talented!,4,0,1
q5TP_5uN1RRId0gCM5M4tg,GhkEWFB3k-6e9Bipf2Vd2w,-o2bwiM7OXRDEl0HVweUnQ,4,2013-09-26,"I hit this place for lunch a couple of time a month.  Food is standard fast food teriyaki, and gets 3 stats, but young kid who works the counter is well mannered and friendly.  That's pretty hard to find in a service worker these days.  He gets 5 starts",1,0,0
6cQUsbtueu-S_l2gS4-sjA,MculsvvRTtYVbl8ECD-lHg,2vL6xxAxRhJS7LabjjDyhw,5,2016-02-22,"The best speakeasy bar I've ever been to. Great drinks. Great room. Great atmosphere. When friends or family come to town, this great spot is on the to do list. A must for anyone looking for a good drink.",0,0,0
vzm5FrSo_S7LQ0F2w76KHQ,7irRN2nOS4__5GZignTW7g,xdD3EXvF_p9WUiwwKpol_w,5,2015-03-25,"Great spot. Not an extensive menu but everything was great. The hush puppies aren't like anything I've ever had. I normally don't care for them. Their's were awesome, bacon and chives with an almost liquid core. Owner is very charismatic and you can tell this place is his passion. He also has a great selection of music playing in the background.",0,0,0
DKOwT9Aapy5wJENSYnqqyw,hkNmptKRJhbCw4wJHb7R-A,FUqvrauxIP8bcI2aVeoXdg,5,2017-07-13,We had the perfect dinner experience here. The days special orecchiette smoked chicken with the rose sauce was as good as it gets. The atmosphere was warm and intimate adding to the experience. We loved it here,0,0,0
C5KD6te-SQDMERzrHANRUg,uT1bgMxlhFGEDMiMQtyafA,JCvIEQW9Jro7d7EXKVfTkg,1,2015-10-05,"Me and my husband went to T-mobile last night, and we got there at 6:50pm. On google maps it says this location closes at 6pm. But since we were in the area we went to look, and when we pulled up it looked still open. And on the glass it said Sunday closing time is 8:00pm. So we parked and started to get out of the car and we seen one of the tmobile workers run over to the front of the store and start pulling down all of the shades and looking out at us standing right in front of the door. Another tmobile worker walked out of the back. And we were yelling through the window, ""are you closing?"" And he just shrugged his shoulders and nodded his head. While the woman that pulled all the shades down was pressing her face against the wired fence looking at us and laughing, like we couldn't see her. I just felt it was extremely rude of them to purposely run up and lock it up at 6:55-ish. When it says they close at 8:00pm on the front door. And laugh at us. Luckily there are more than one tmobile in our area. Because I will definitely make it an appoint to not go to this one.",1,1,1
P-pnvsv6VhAYG2ar-URxIQ,F7V-J4rJjWGwtLOcl6hFFA,HUwzarG0givckxXWTF5lIQ,5,2016-09-10,Came here for lunch yesterday and i was pleased with their food. My girlfriend got the stone pot bibimbap and I got the fried rice and kalbi combo. Their bibimbap was really good and tasted very fresh. The combo had a good amount of kalbi. This is one of the few places that aren't greedy with their portions and you'll get your money's worth when it comes to ordering meat. Definitely will come back again.,1,1,1
Q-LqAxjy1-lyelt7JEy0VA,6o_eudb17fX3Q47cHbuwFQ,ZidLd2a1uJCMfIhLylX5ww,1,2013-03-04,"We were quite excited to find a facility that offered 'puppy socialization' but the excitement quickly turned to disappointment last week when we brought our 16-week old to a session (BTW, our pup is only about 22 pounds, hardly a ""bruiser"").  The idea is to allow the puppies to play and interact with each other; however, before the class began, the owner took our dog, along with another puppy (about the same size dog) and, without explanation, kept both puppies on leashes, severely limiting their ability to play with the other dogs.  Note - neither our dog or the other showed any sign of being aggressive or too 'physical' - they were both showing normal if not subdued behavior for puppies.  What was most distressing was that, while he was limiting their ability to play, he actually dragged our dog (flipping him over a time or two against my puppy's will) while he was looking elsewhere at other dogs.  He kept the two dogs on leashes for the entire session so they barely had a chance to play without any explanation why.  What was particularly galling is, halfway through the session, he gave our dog back to us to keep with us (doing the same with the other puppy) while he and his staff sat on the floor in the middle of the room with all the other puppies and played\/interacted with them.  We were made to feel like our dog was abnormal or a problem - it was quite insulting.  The advice I would give is, if your dog is over 10 pounds, don't bother....they doted on the very small dogs.",6,3,0
7rMNCpihYTpEIPsCOTyPJQ,ZL-y5bGRQ3LbMPRLOxb-Tw,c31YqsnR1aTaSzawqa3L7w,1,2012-10-03,"Cons:1. We were seated 10 minutes before happy-hour ended, but were not greeted by a waitress until it was too late to order.2. I had to ask 3 times for another drink before either waitress would bring me one, and then was overcharged on my bill for an incorrect number of beers. Just because I asked 6 times for a beer, I only actually ordered 3. This does not give you permission to charge me for 6 beers.3. None of the food came out at the same time. There was a 10-minute gap between when the first plate came out and when the last plate came out.4. The quality of the food was poor to say the least. $7 for a salad that was no bigger than the bowl of cereal I ate this morning is unacceptable. Also, the creations found in the selection for the bruschetta board reminded me of when my 4 year-old nephew made his own lunch one day; ""Nacho cheese with sliced dates covered in crushed-up Dorito chips""Pros:1. None of my party has contracted Dysentery.2. They serve alcohol3. I was able to beg and plead and get at least 3 drinks from the watiress.4. I was able to spend time on the patio with my family.Overall:Next time we will know better...",6,5,1
Wjj234f5cyAp3r_UVcb6VA,FattYYdIo2S_8u1ENM3phA,qsEbriXbvQVaORyJSkCEzQ,1,2015-12-22,Worst service ever. They are too busy packing up 30mins before closing time and just never called us for our order. No one is in the store and couldn't even tell us the order has been ready for a good 10 mins already. I highly do not recommend this StarBucks!,0,0,0
jUsdNN36zuOQmWUtx2ztkw,Yh_7YQPIxvdBOBAQyFALeQ,-jKBFjNTbiafSdunQy6dlQ,1,2015-03-14,"This other table was being disruptive, and told their kids they were going to beat them.  We nicely said, ""Please keep it down, you're cussing in front of our kids."" She then threatened to kick our butts, and beat OUR kids! We told the manager, and they said ""Maybe she's crazy."" No apology or anything. Very unprofessional.",0,3,0
kT1rcrGEX_7pgZ9FiUTQmg,mfyegKcR1p_dmN3nphhhtw,wl0QZqAzr1DelslQ02JGCQ,5,2013-09-01,"Always a good time. Excellent soup, especially the tomato basil. Comes with fresh homemade bread! Great food, drinks, music. I'd recommend this little hole-in-the-wall to ANYONE :)",0,0,0
N8VS9UHjo2WZMBzFZpLfow,pXZo70ekQrhL7tWhHg-aaA,L2p0vO3fsS2LC6hhQo3CzA,2,2014-08-09,"After hearing such glowing reviews, my boyfriend and I got up super early to be there when Matt's opens. We were underwhelmed. The service was fine. The ambiance was fine too. We just didn't think it was anything special. For a place called Matt's Big Breakfast, I didn't think the breakfasts were very big, and neither were the options. It wasn't bad-it just wasn't great.",0,0,1
m6vKQQZ_1Itidnnvl3arKA,rgvuMmaMu8jqnlt90Ydn9w,xdD3EXvF_p9WUiwwKpol_w,5,2015-02-12,Truly a 5 star experience!!! Ten served up an amazing meal. We've never been before but live nextdoor and thought we'd try it out. The HUSH PUPPIES are to die for! And don't even get me started on the Pot Roast that melts in your mouth. You won't be disappointed. My partner and I chowed down leaving nothing but empty places. Probably not proper etiquette to use my finger to wipe the plate clean... but that's what I did. We ended the meal with the PB and J dessert that satisfied our need for something sweet. Can't say enough about this restaurant. Refills upon refills ready to go. Chef walking around to make sure everyone is enjoying their meal. And make sure to ask for ELIZABETH! She's truly a gem to this fine eatery. I give TEN a ten out of ten. I think it's clear that we'll be back for more.,0,0,0
P0DEsKZQROkHR-MKlQdYQg,z2oxzBcxpJS3R8Oy8944zA,-jqNUkUmbymugmXpkskvEg,5,2014-06-22,"My boyfriend and I used to live across the street from this place. There's a circle K right by us too, but we would ALWAYS go here. The owner is so friendly and remembers us every time. Super awesome beer selection and a build your own 6-pack for super cheap. Good prices, friendly staff and super convenient!",4,0,4
4A804NMDzxpRIlMV42xuTA,N4n9ml0DozHcCWoLm-UluQ,t8V_P7ZzRrhDQoqeoGVahQ,3,2017-09-11,"Orders 4 tapas here. Fries, the triple cones, black grouper, and strawberry parfait.All of them were decent. If need to rank them, the desert was the best and the triple cones was the worst. Prob different than a lot of reviewers. While checking the reviews to order food, truffle fries were one of the top. However since we Came to visit charlottes from Chicago, food in Chicago was much better.  Truffle fries you can find in most dt restaurants in Chicago. This one here was just normal level. The three cones were one the the top as well. However feel just so so. The tuna was the worst. You can't feel the tuna taste when eating with sweet cone. Parfait was really nice. Yogurt and goat cheese with some nuts in side made it fresh and thick creamy. Nice home made dish. Overall, you can't compare Charlottes food level with other big cities'. However this restaurant still serves the nice food in the city.",1,0,0
fekOdJoBYyV5s1fx6CemzA,iYpP1bb2LN5RJaucO4Azlg,xZuAhA6hQ2wU1CX01Iknug,4,2016-04-14,"So I first went to this place when it was purely just a popcorn place and then once they changed their brand I thought the popcorn side was done so I unfortunately didn't go back for like a year. Luckily I came across it and decided to call to see if they still had popcorn... AND THEY DID! I love the popcorn. It's an amazing treat and just amazing. I only get the supreme ones with chocolate on them. White tie tux is my favorite but the mocha almond is my sisters fav. Both are fantastic. My biggest problem is the pricing. Not mad with the magnitude of prices, but I dislike the changes in prices from sizes compared to supreme to savory Flavors. I do not understand how a large for supreme is $7.50 and a extra large is $21.50. 3x the cost and do I get 3x the amount?!? But what is stranger is that the savory the price from large to extra large was only 80% more. Please fix this as it aggregates my math side. Besides that! Love the place.",1,1,1
erhbV-FlDarif1jJwFYNgA,f3GgVibjjh854C2SPX_DxA,ZyOLevFrV7Vxi0OOS3lf-w,5,2016-10-21,"Best BLT I've had in quite awhile. Really tasty bacon and obvious that ingredients are fresh and made to order.Cute small shop with imaginative decor. Situated in an industrial\/office complex, so don't let the location mislead you into thinking you've gone to the wrong place.Definitely worth your appetite and $.",2,0,1
FmZ22BUj9509tP7T7abarQ,Cb_5kjC6md7wdR2wc6j_cw,v0lRpDWZCaBW346rbW8Hcw,1,2014-12-03,"this spedo shop has gone down hill in the last couple months ,ive been sending work here for many years 10 and now that they have changed hands customer service sucks,they close whenever they want dont return phone calls,i have had a cluster sent there for a week not even an update then the owner calls me for wiring diagrams,said he went home sick i have a customer waiting for her car and the spedo shop hasnt even tried to call me with a solution this place sucks never sending any work here again,.",9,0,0
EgfIs-8im1p4lC3ezLoD1w,PUhuvOoMsMHinPpN_j1iVA,VP10-f6y0I94fUh1xY2Ruw,2,2017-07-13,"I've been giving 3-5 star reviews lately. My first 2 star review...I try to do give an honest and fair review based off of a couple of experiences...I've been to many Tropical Cafe Smoothies...this review is only in reference to this particular location...so each time that I went here, from entering to leaving has been nearly the same experience...I've gone here at different times of the day and each time, inside and outside the area looks pretty dirty. The neon lights weren't even on. You can see with my photo's that I've included...There's not 1 worker there that seems to like working there. Each time, while I'm in line, someone is talking about their personal life problems...In my opinion, it's ok to talk about whatever you want to talk about, when there's no customers around, but when there's customers. It's best to try to be as professional as you can. I get everyone gets a bad day every once in a while...I'm not knocking on the taste of my smoothie...because it's been consistent. I usually just get the Peanut Paradise with Whey protein........my location of preference would be either the one on Blue Diamond or the one on Las Vegas Blvd near the mall and Canes...It's weird how this location has pigeons, reminds me of the Bay Area, where I'm originally from, without that stank ocean smell........This location is in Summerlin... Summerlin I was told is like an upscale neighborhood vs North Las Vegas, Henderson and even Southern Highlands...just 2 stop lights up the street and the complex is completely clean. This location almost feels as if you're in North Las Vegas off Craig...but yeah, I also noticed there were a lot of low rating scores at this particular location...if you don't believe me. Feel free to check it out yourself...",0,0,0
HN3UsJW5v5j9DWS7EjuuXw,ZznKW0RjhTxLmosu0ev-tw,poSV39UqEg-gpESXafS9-g,3,2016-10-18,"First time awesomeSecond  time my meal came half frozen after a very long waitby the time we got the servers attention my family was finished with their meals so the offer to have it re cooked seemed a little off so every one could sit there for another 30 minutes, then watch me eat....uuumm no thanks",3,0,1
XzyD-4LKUaeiB_erQzbWfw,DgGEN-R1hltTFKU7-tG4DA,o86OGfW63bVqWkIrvxcEQQ,5,2016-05-07,Best Postino yet!! Fantastic space with multiple patios & the same great atmosphere that we've always loved about Postino Arcadia. Big thank you to Craig & Upward Projects as we've been begging for a Scottsdale location for years!!,4,2,4
XjmvqaKiPOXTXVN9QeAqXw,DgGEN-R1hltTFKU7-tG4DA,xHdw3KQ2VRECFb5XhvHgig,1,2016-01-14,"Sub-par location, basically a satellite drop with terrible 'customer service' if you can even call it that. I was excited to see there was a new location since I live in Old Town & all I had was one white coat that happened to have a few coffee spots on the right sleeve. For starters, they wouldn't accept the coupon I had been given from the Frank Lloyd location (even though it doesn't indicate 'Must be used at ___ location' anywhere on it. Then, when I went to pick it up yesterday, I checked the coffee spots & they were ALL still there - even though I asked the guy nicely upon drop off to please use the stickers to mark the spots. Apparently that didn't happen & the woman working told me & I quote ""...sometimes we just can't get coffee out.""  I'm sorry, but coffee is water-based & I didn't touch the spots with any product so to me that's a ludicrous response!  With her less than friendly attitude, she offered to re-do the jacket (with no guarantees of course). I went to pick it up again today (since I received an email indicating it was ready) and before she even looked, she being the same surly girl from the day before, she told me it might not even be ready yet.  Really?!? Thanks.  Thankfully it was ready & low & behold the 5 stickers I made her put on the jacket must have worked because the stains were magically gone!  I'm sorry, but I shouldn't have to work this hard to get a few tiny specs of coffee out of a white jacket!  If you value your time & sanity, you're better off driving the extra miles to the FLW location.",2,4,1
9njECvs0v3W62zwOKlhXbg,MSCWJ1sv6faSpG2KsjOE1g,Z15a7_8FQ82_baSJiqMoIw,4,2012-08-13,"Good food, service and also a decent drink special. I typically go in and hang in the bar area (always clean, and friendly service) but have also entertained work folks there and has always been a hit.  Wings are good, with plenty of flavors, and you have to try the buffarella (sure i spelled this wrong). regardless, good stuff at Wild Wing.",0,0,0
Hkgumra_JNEdDzWend7TcA,5fbUdGwlqUy0i_dC6hl_yA,L2p0vO3fsS2LC6hhQo3CzA,5,2015-05-27,"When in Phoenix, this is THE place to go!The hot cakes? AMAZING! Soft and fluffy and heavenly and sooo good!!! everything was good, even the maple syrup. I also ordered the lemonade...just as good! it was made with real honey not sugar. Forget any of those breakfast chains, dont even think about it just get yourself to Matt's!Do expect a wait, likely and hour in the morning, though if you come in later (got there closer to noon on a week day) the wait is much less and the ambiance less hectic also. The decor is cute and everyone was very friendly. It's a must for sure!",1,0,0
3uA_bwcvXaOd1FekfdUo_g,mMK3y_QlUlneZmh9belgCA,HUwzarG0givckxXWTF5lIQ,4,2016-02-24,"Food Service: ExcellentFood Quality: ExcellentRestaurant Decor: Hip, UpdatedI like that there are no grills on the tables. I have young kids so the oil spatter and hot grill freak me out. They cook it all for you in the back, deliver it to your table, hot and delicious. And your clothes don't smell like bbq when you leave. We were seated right away at 5:30pm but the house filled up fast on a Saturday night. Plenty of parking, and the place was easy to find. I didn't give Mamaoh the fifth star because there wasn't that spark. The panchan was good, but they had a slim selection of four items (kimchi, brocolli, daikon and spicy tofu skin). Be Advised if you are NOT a Vegas Local (and don't have a car). This is a heck of a long Uber ride from the strip. Unless you have a car, you will be pissed that you came all this way.",1,0,1
_fCr5THNF3dbdChoK2yrCA,WqW83pMgYZgwKH5HlcgO1A,KBjso1-8vbhAmmXoEHgP2g,5,2017-05-05,"If you want quality workmanship with a smile, I would highly recommend going to Chagrin Shoe Repair.  I have been utilizing their services for 8+ years and I have been more than pleased by all of their work.  I take high end products to them - Jimmy Choo, Balenciaga, Kooba - because I would not trust anyone else to complete the repairs.  They are reasonably priced and I am a firm believer in ""you get what you pay for"".  I even drive 20+ miles to take my belongings to be repaired . . .  I pass many repair shops in my drive to come see them and I would never go anywhere else!",1,1,1
EE2ECz33dKZi0gGc4ICHvA,1cyz5c-SmkmkQtL1CKe9XQ,F-bdXFkJwwENiNpMTG2ntQ,3,2010-05-27,"The self-brewed beer is very tasty as is the pub food, although the selection is limited. Their locations are always huge so the wait for a table is usually either short or non-existent. Seems to be ideal for after work drinks and great for large groups.",1,0,0
pt4uOCtfq0u19NLuINFokg,1cyz5c-SmkmkQtL1CKe9XQ,hGL0I-qv771etyNBxmOF2w,3,2009-05-05,"I love the Bloor and wish I could make it to more showings, more often, but their wonky movie times make it difficult! On the plus side, when I actually manage to find a movie I want to see there at a time that I'm not at work, it makes for a whole event, usually with a group of people. The admission charges are incredibly reasonable and the popcorn is 20 times better than the stuff you'll find at the bigger theatres. That taste is the difference the love of a small theatre will make.",1,0,2
T1kcx0nRs0Oi0WWg4QYvJg,HJPa229OmDyqviABuUL6PA,--ttCFj_csKJhxnaMRNuiw,1,2016-09-16,"I have had work done from some of the top dentists in the AZ valley and just moved to a new area in Chandler. I would never recommend this dental practice to any of my friends family or co-workers. The customer service was the worst I have ever seen. I spoke to the manager and she did nothing but send me away... They won't make it in this business when there are dental practices who care more about the patient than up charging and finding any way to make more money. Impressions  hygienists are incentivized to render unnecessary procedures and might be even getting commissions to pressure you into advanced cleanings ""ethically we can't do this until we do this $$$$$$"" careful they throw that word ethical around when they want you to cough up more cash. The only good thing about this business is the fish tank. They will waste your time or charge you the highest possible co-pay so they can max your insurance out and have you in a chair for three hours for procedures you didn't even need. 9\/23 After visiting my friendly dentist they told me I didn't  even need the advanced scaling and cleaning. Impressions Dental is a racket.",2,0,0
JBkmbvTpBIbwY_6289f48g,7sAjMZ589bKR4YnacaG7bg,glTBzDHv9wNhEsZa4bQrOA,2,2010-11-09,"Got escorted in for free. Hint to get in and not wait in line: Just walk around and look for those promoters that stand about 50 ft in front of it. We weren't headed there but a group of girls in club wear, we got stopped so we decided to check it out. I wasn't that impressed. There was no real place to dance. It felt like we were dancing in walk ways. So after about an hour or so we left.",2,0,0
8r-TNyoKw7tk1je8ge0fvw,Lg9GD-c7RxrmZ3HO1i6Iog,xv-SIqcaN3b4cu3NQgB1Tw,5,2017-06-02,"Jay is the best!  We buy and sell cars quite often and Jay is knowledgeable and helpful. We know we are going to get fast, accurate service. And he's pleasant and always remembers us.",0,0,0
QkIdU0lTakShKuZMS-iYNw,7e9ReRfPBmfgchYNkbk93g,chAR-4GV_qtpgRJyhErbSw,2,2012-04-05,"We heard about this place through a Groupon offer, so we decided to try it since I love southern barbeque! Therefore, it was with great anticipation that we went to this 2-story restaurant. The atmosphere was typical roadhouse with a lot of music-related posters displayed on the walls. For appetizers, we ordered the Crispy Shrimp and Gator as well as an order of onion rings. The Shrimp and Gator was very tasty with delicious sauces, but the portion seemed small for the price. The onion rings had a pool of grease in the basket, which was disgusting. My teenage son wouldn't even finish it.For the main course, we ordered Mississippi ribs, pulled pork and smoked chicken. Everything was nicely smoked, which is an absolute must for me. However, the ribs and pulled pork were rather dry, which made me think that they were sitting under a heat lamp rather than being grilled fresh. Needless to say, this was very disappointing. I'm glad we had the Groupon discount, since I would have hated paying full price. Lastly, the service was extremely mediocre! Our waitress never even asked if we wanted refills on our water or if everything was OK. Again, very appointing. Oh well ... there are lots of other places that I'm sure would be glad to have our money.",0,0,0
cl4FT1w4AhjCrZ20Y_KrUw,-Ph3QtZ2b6aUb6kVoXtWXQ,VcHikTMUC7InJUqnCh6iGg,5,2014-06-28,"Just moved in from Vegas & needed a hair cut pronto as I was desperate for relief from the heat (Vegas heat is not as bad as Phoenix heat....). I have THICK, curly hair and was hesitant to try someone I'm not familiar with. However, upon reading the reviews I decided to try Ace's as it was not too far from my home. I had waist length hair (again curly, frizzy and thick) and was trying to go for a shoulder length cut. I walked in without an appointment and was seated immediately (I was worried about the wait time as it was a Saturday). I'm not much of a conversationalist so I can't really judge on customer service in that way, but I was greeted nicely and my stylist asked all the right questions. The shop itself was pretty neat. Lab with the green tuff of fur included :) The end result was AMAZING. I love my hair now and I don't even think I'll miss my long hair. I think I just found my AZ shop!",1,0,0
xRWff56a6I9hJw1NdZlHUg,zBzXqRpuh9Ch8adXkDVWwA,hTdJAjSZtHWwqqh5cCeAfA,2,2016-12-22,"Red lobster. You would think that since they're name is red lobster they should have pretty good seafood. There are unlimited biscuits that you can eat during your dine in. They were freshly served as they are warm and soft. You can't eat too much as it is very oily, but nonetheless, still tasty.I ordered the Fire Grilled Lobster Shrimp and Salmon with broccoli and the roasted potatoes as sides. The shrimp was pretty good, very flavourful and the texture was fresh. But then everything else just kept going downhill. The broccoli was frozen broccoli, the roasted potatoes tasted like they were baked, put into the oven, frozen and rebaked and was put into the microwave. It was way too dry and tasted very starchy. It was also way too salty. The lobster tail was the end. It wasn't fresh as the meat was kind of mushy in texture. As for the salmon, it was pretty dry. For something that the waitress recommended, I would've thought it would've been made better. We also ordered the four course meal that is only available from Mon-Thurs. You get to choose a soup, a salad, an entree, and a dessert for $22. We chose the clam chowder soup, Caesar salad, shrimp linguine and the brownie. Another set, we chose the chicken linguine. The soup and salad weren't bad, but the pasta was very mediocre. The brownie was also pretty good. However, what made this experience terrible was the server. Prior to us ordering, she was friendly and gave us recommendations since it was our first time here. After we ordered, she barely came to our table unless it was to give us the food. Often times we needed our water to be refilled, and she didn't bother to glance at our table. Near the end after our entree, she even asked us if we would like our desserts packed up to be taken out. We never told her to pack it for us. Not only was her attitude towards us very negative, she seemed to be opinionated towards our food choices and wanted us out asap. I won't reveal her name, but I definitely won't be back. In terms of food and service, I've definitely experienced better.",1,0,0
